date,World,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2023-04-17,713874.0,1224.0,2308.0,80.0,31.0,0.0,6.0,9.0,0.0,0.0,0.0,134.0,0.0,260818.0,29871.0,7211.0,486.0,512.0,0.0,38.0,0.0,0.0,3641.0,0.0,0.0,0.0,4.0,536.0,0.0,70.0,6.0,38838.0,0.0,1070.0,963.0,0.0,7.0,0.0,88.0,6293.0,27.0,0.0,0.0,1.0,5485.0,1827.0,486.0,6.0,3.0,6.0,0.0,8.0,542.0,137.0,0.0,0.0,1755.0,125.0,832.0,0.0,0.0,24.0,998.0,28.0,0.0,0.0,0.0,365.0,66.0,60.0,228209.0,140594.0,0.0,0.0,1.0,1858.0,52509.0,0.0,39.0,0.0,4.0,1142.0,13045.0,92.0,0.0,6148.0,0.0,0.0,201.0,37.0,1918.0,91.0,28.0,0.0,2.0,12.0,488639.0,18.0,528.0,16.0,64730.0,6508.0,4869.0,0.0,595.0,0.0,1879.0,25388.0,85.0,56796.0,0.0,0.0,460.0,13.0,0.0,32.0,118.0,17.0,11.0,188.0,410.0,0.0,0.0,6.0,2.0,979.0,1679.0,101267.0,232.0,72.0,5.0,4268.0,148.0,1.0,103.0,0.0,195.0,27.0,962.0,19.0,9869.0,36.0,463.0,14.0,27.0,327.0,0.0,156.0,16.0,64.0,0.0,0.0,364.0,946.0,1.0,12799.0,6.0,0.0,0.0,0.0,128408.0,0.0,92.0,15.0,546.0,42808.0,0.0,290.0,2.0,0.0,1576.0,1.0,0.0,4005.0,2292.0,0.0,4662.0,1754.0,3211.0,2710.0,0.0,4201.0,49516.0,0.0,6.0,0.0,0.0,24.0,7.0,0.0,1.0,0.0,81.0,20.0,1663.0,11.0,3933.0,0.0,0.0,26072.0,0.0,264.0,559.0,0.0,0.0,0.0,51317.0,76028.0,0.0,10278.0,15.0,71.0,0.0,1048.0,1114.0,0.0,0.0,25.0,435.0,3.0,2.0,0.0,0.0,250.0,221.0,0.0,0.0,0.0,0.0,13.0,16595.0,1155.0,14637.0,104057.0,12.0,121771.0,936.0,235.0,0.0,0.0,31.0,3326.0,0.0,0.0,50.0,29.0
2023-04-18,721576.0,1372.0,2322.0,80.0,31.0,0.0,6.0,31.0,0.0,0.0,0.0,134.0,0.0,267254.0,29871.0,7161.0,489.0,512.0,0.0,38.0,0.0,0.0,3610.0,0.0,0.0,0.0,4.0,536.0,0.0,70.0,6.0,38838.0,0.0,1070.0,963.0,0.0,7.0,0.0,88.0,6293.0,27.0,0.0,0.0,1.0,5485.0,1928.0,486.0,5.0,3.0,9.0,0.0,8.0,542.0,137.0,0.0,0.0,2124.0,125.0,798.0,0.0,0.0,24.0,998.0,28.0,0.0,0.0,0.0,365.0,66.0,50.0,229467.0,142580.0,0.0,0.0,1.0,1871.0,52509.0,0.0,39.0,0.0,4.0,914.0,13045.0,92.0,0.0,6148.0,0.0,0.0,201.0,28.0,1918.0,91.0,28.0,0.0,2.0,12.0,493094.0,18.0,528.0,16.0,66687.0,6907.0,4482.0,0.0,592.0,0.0,1952.0,25988.0,85.0,56787.0,0.0,0.0,472.0,13.0,0.0,32.0,118.0,17.0,11.0,188.0,480.0,0.0,0.0,6.0,2.0,1203.0,1818.0,104496.0,232.0,72.0,5.0,5149.0,148.0,2.0,103.0,0.0,195.0,27.0,962.0,19.0,9869.0,36.0,463.0,17.0,27.0,327.0,0.0,156.0,16.0,69.0,0.0,0.0,395.0,946.0,1.0,12799.0,6.0,0.0,0.0,0.0,128408.0,0.0,92.0,15.0,585.0,42802.0,0.0,287.0,2.0,0.0,1576.0,1.0,0.0,4005.0,2505.0,0.0,5509.0,1754.0,3211.0,2528.0,0.0,4201.0,48841.0,0.0,6.0,0.0,0.0,24.0,7.0,0.0,1.0,0.0,89.0,20.0,1411.0,15.0,3715.0,0.0,0.0,26072.0,0.0,315.0,559.0,0.0,0.0,0.0,51317.0,78757.0,0.0,10278.0,18.0,71.0,0.0,1048.0,1114.0,0.0,0.0,25.0,435.0,3.0,2.0,0.0,0.0,250.0,221.0,0.0,0.0,0.0,0.0,13.0,16595.0,1109.0,14752.0,104057.0,12.0,121647.0,936.0,235.0,0.0,0.0,31.0,4244.0,0.0,0.0,50.0,27.0
2023-04-19,732708.0,1345.0,2284.0,83.0,35.0,0.0,6.0,31.0,0.0,0.0,0.0,134.0,0.0,275188.0,29871.0,7692.0,495.0,512.0,0.0,37.0,0.0,0.0,4156.0,0.0,0.0,0.0,4.0,536.0,0.0,92.0,6.0,38838.0,0.0,1070.0,963.0,0.0,7.0,0.0,88.0,6293.0,55.0,0.0,0.0,1.0,5485.0,2021.0,486.0,1.0,3.0,4.0,0.0,9.0,542.0,137.0,0.0,0.0,1732.0,125.0,805.0,0.0,0.0,24.0,998.0,28.0,0.0,0.0,0.0,365.0,66.0,47.0,232706.0,147014.0,0.0,0.0,1.0,2019.0,52509.0,0.0,39.0,0.0,0.0,935.0,13045.0,30.0,0.0,6148.0,0.0,0.0,201.0,28.0,1918.0,0.0,28.0,0.0,2.0,12.0,501332.0,18.0,528.0,16.0,69399.0,7162.0,4010.0,0.0,601.0,0.0,2050.0,30547.0,85.0,58459.0,0.0,0.0,469.0,23.0,0.0,32.0,118.0,17.0,11.0,188.0,420.0,0.0,0.0,6.0,2.0,1001.0,1786.0,108337.0,232.0,72.0,5.0,5149.0,148.0,4.0,103.0,0.0,195.0,27.0,962.0,19.0,9869.0,36.0,463.0,16.0,27.0,327.0,0.0,156.0,16.0,101.0,0.0,0.0,392.0,946.0,4.0,12799.0,6.0,0.0,0.0,0.0,128408.0,0.0,92.0,15.0,527.0,42799.0,0.0,276.0,2.0,0.0,1576.0,0.0,0.0,4005.0,2581.0,0.0,4751.0,1754.0,3211.0,2386.0,0.0,4201.0,47864.0,0.0,6.0,0.0,0.0,24.0,7.0,0.0,1.0,0.0,86.0,20.0,1200.0,4.0,3731.0,0.0,0.0,26072.0,0.0,301.0,559.0,0.0,0.0,0.0,51317.0,81339.0,0.0,10278.0,24.0,71.0,0.0,1048.0,1114.0,0.0,0.0,25.0,435.0,2.0,2.0,0.0,0.0,250.0,221.0,0.0,0.0,0.0,0.0,13.0,16595.0,1079.0,14646.0,104057.0,12.0,120828.0,936.0,235.0,0.0,0.0,31.0,5586.0,0.0,0.0,50.0,28.0
2023-04-20,736873.0,1487.0,2282.0,67.0,40.0,0.0,0.0,31.0,0.0,0.0,0.0,134.0,0.0,283821.0,29871.0,7748.0,462.0,512.0,0.0,40.0,0.0,0.0,3719.0,0.0,0.0,0.0,4.0,536.0,0.0,84.0,6.0,38838.0,0.0,1070.0,963.0,0.0,7.0,0.0,88.0,6293.0,55.0,0.0,0.0,1.0,5485.0,2077.0,486.0,0.0,3.0,4.0,0.0,4.0,542.0,137.0,0.0,0.0,1616.0,125.0,813.0,0.0,0.0,24.0,998.0,28.0,0.0,0.0,0.0,365.0,66.0,54.0,228227.0,144076.0,0.0,0.0,1.0,1945.0,52509.0,0.0,39.0,0.0,0.0,922.0,13045.0,30.0,0.0,6148.0,0.0,0.0,201.0,28.0,1918.0,0.0,28.0,0.0,2.0,12.0,501886.0,18.0,528.0,16.0,71832.0,7317.0,3584.0,0.0,772.0,0.0,2173.0,28708.0,85.0,60377.0,0.0,0.0,478.0,29.0,11.0,34.0,118.0,17.0,15.0,188.0,508.0,0.0,0.0,6.0,2.0,914.0,1938.0,112668.0,232.0,72.0,5.0,5149.0,148.0,5.0,103.0,0.0,195.0,27.0,962.0,0.0,9869.0,36.0,463.0,13.0,27.0,327.0,0.0,156.0,16.0,122.0,0.0,0.0,400.0,946.0,4.0,12799.0,6.0,0.0,0.0,0.0,128408.0,0.0,92.0,15.0,505.0,42812.0,0.0,267.0,2.0,0.0,1576.0,0.0,0.0,4005.0,2715.0,0.0,4172.0,1754.0,3211.0,2194.0,0.0,4201.0,47013.0,0.0,6.0,0.0,0.0,24.0,7.0,0.0,1.0,0.0,77.0,20.0,1061.0,4.0,3732.0,0.0,0.0,26072.0,0.0,260.0,559.0,0.0,0.0,0.0,51317.0,83837.0,0.0,10278.0,26.0,71.0,0.0,1048.0,1114.0,0.0,0.0,25.0,435.0,2.0,4.0,0.0,0.0,250.0,221.0,0.0,0.0,0.0,0.0,13.0,16595.0,1032.0,14017.0,104057.0,12.0,119975.0,936.0,235.0,2.0,0.0,31.0,7484.0,0.0,0.0,50.0,30.0
2023-04-21,740176.0,1494.0,2200.0,49.0,37.0,0.0,0.0,31.0,0.0,0.0,0.0,134.0,0.0,289311.0,29871.0,7134.0,422.0,512.0,0.0,37.0,0.0,0.0,3452.0,0.0,0.0,0.0,4.0,536.0,0.0,90.0,6.0,38838.0,0.0,1070.0,963.0,0.0,7.0,0.0,88.0,6293.0,72.0,0.0,0.0,1.0,5485.0,2108.0,486.0,0.0,3.0,4.0,0.0,4.0,542.0,137.0,0.0,1546.0,1515.0,125.0,805.0,0.0,0.0,24.0,998.0,28.0,0.0,0.0,0.0,365.0,66.0,36.0,226113.0,143459.0,0.0,0.0,0.0,1847.0,52509.0,0.0,39.0,0.0,0.0,950.0,13045.0,0.0,0.0,6148.0,0.0,0.0,201.0,40.0,1918.0,0.0,28.0,0.0,2.0,12.0,504626.0,18.0,528.0,16.0,72415.0,7204.0,2696.0,0.0,832.0,0.0,2149.0,28049.0,85.0,61792.0,0.0,0.0,428.0,24.0,11.0,33.0,118.0,17.0,28.0,188.0,525.0,0.0,0.0,6.0,2.0,874.0,1881.0,114330.0,232.0,72.0,5.0,5149.0,148.0,9.0,103.0,0.0,195.0,27.0,962.0,0.0,9869.0,36.0,463.0,12.0,27.0,327.0,0.0,156.0,16.0,122.0,0.0,0.0,430.0,946.0,4.0,12799.0,6.0,0.0,0.0,0.0,128408.0,0.0,92.0,15.0,478.0,42821.0,0.0,265.0,0.0,0.0,1576.0,0.0,0.0,4005.0,2795.0,0.0,3713.0,1754.0,3211.0,2414.0,0.0,4201.0,46047.0,0.0,6.0,0.0,0.0,24.0,7.0,0.0,1.0,0.0,77.0,20.0,952.0,4.0,3703.0,0.0,0.0,26072.0,0.0,283.0,559.0,0.0,0.0,0.0,51317.0,86187.0,0.0,10278.0,26.0,71.0,0.0,1048.0,1114.0,0.0,0.0,25.0,435.0,1.0,4.0,0.0,0.0,250.0,221.0,0.0,0.0,0.0,0.0,13.0,16595.0,1014.0,13556.0,104057.0,12.0,118933.0,936.0,235.0,2.0,0.0,31.0,9448.0,0.0,0.0,0.0,33.0
2023-04-22,744116.0,1486.0,2135.0,33.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,134.0,0.0,296180.0,29871.0,6666.0,364.0,512.0,0.0,37.0,0.0,0.0,3335.0,0.0,0.0,0.0,4.0,536.0,0.0,83.0,6.0,38838.0,0.0,1070.0,963.0,0.0,7.0,2.0,88.0,6293.0,72.0,0.0,0.0,1.0,5485.0,2108.0,486.0,0.0,3.0,4.0,0.0,4.0,542.0,137.0,0.0,1546.0,1412.0,125.0,772.0,0.0,0.0,24.0,998.0,26.0,0.0,0.0,0.0,365.0,66.0,32.0,223243.0,141389.0,0.0,0.0,0.0,1818.0,52509.0,0.0,39.0,0.0,0.0,1061.0,13045.0,0.0,0.0,6148.0,0.0,0.0,201.0,48.0,1918.0,0.0,28.0,0.0,2.0,12.0,505197.0,18.0,528.0,16.0,73855.0,7015.0,2338.0,0.0,640.0,0.0,2073.0,27493.0,85.0,63446.0,0.0,0.0,420.0,25.0,11.0,35.0,118.0,17.0,21.0,188.0,434.0,0.0,0.0,6.0,2.0,818.0,1763.0,117387.0,232.0,34.0,5.0,5149.0,199.0,10.0,103.0,0.0,195.0,27.0,962.0,0.0,9869.0,36.0,463.0,12.0,27.0,327.0,0.0,241.0,16.0,150.0,0.0,0.0,429.0,946.0,4.0,12799.0,6.0,0.0,0.0,0.0,128408.0,0.0,92.0,13.0,475.0,42827.0,0.0,215.0,0.0,0.0,1576.0,0.0,0.0,4005.0,3338.0,0.0,3246.0,1754.0,3211.0,2414.0,0.0,4201.0,45632.0,0.0,6.0,0.0,0.0,24.0,7.0,0.0,1.0,0.0,75.0,20.0,886.0,4.0,3820.0,0.0,0.0,26072.0,0.0,234.0,559.0,0.0,0.0,0.0,51317.0,87771.0,0.0,10278.0,27.0,0.0,0.0,1048.0,1114.0,0.0,0.0,0.0,1088.0,1.0,6.0,0.0,0.0,250.0,221.0,0.0,0.0,0.0,0.0,13.0,16595.0,1034.0,13080.0,104057.0,12.0,119363.0,936.0,235.0,2.0,0.0,31.0,11142.0,0.0,0.0,0.0,25.0
2023-04-23,737507.0,1458.0,2174.0,20.0,29.0,0.0,0.0,31.0,0.0,0.0,0.0,134.0,0.0,300144.0,29871.0,6676.0,315.0,81.0,0.0,38.0,134.0,0.0,3194.0,0.0,0.0,0.0,9.0,403.0,0.0,88.0,5.0,49140.0,0.0,1070.0,1150.0,0.0,0.0,5.0,88.0,6605.0,72.0,0.0,0.0,1.0,3429.0,2206.0,470.0,0.0,3.0,4.0,1231.0,5.0,542.0,98.0,0.0,1546.0,1404.0,125.0,751.0,0.0,0.0,47.0,573.0,26.0,0.0,0.0,0.0,330.0,41.0,40.0,213448.0,138473.0,0.0,0.0,0.0,1825.0,48578.0,0.0,40.0,0.0,0.0,1054.0,11468.0,0.0,0.0,8657.0,0.0,10.0,118.0,48.0,691.0,0.0,28.0,0.0,12.0,12.0,495976.0,48.0,528.0,8.0,73874.0,6495.0,3150.0,0.0,612.0,0.0,1956.0,26659.0,53.0,65510.0,0.0,0.0,404.0,27.0,11.0,28.0,96.0,10.0,21.0,182.0,532.0,0.0,0.0,6.0,2.0,801.0,1772.0,112359.0,244.0,34.0,5.0,5698.0,199.0,10.0,124.0,0.0,110.0,27.0,962.0,0.0,9401.0,36.0,280.0,11.0,27.0,380.0,0.0,241.0,16.0,189.0,0.0,0.0,420.0,836.0,4.0,12799.0,3.0,0.0,0.0,0.0,121490.0,0.0,85.0,25.0,477.0,42840.0,0.0,170.0,0.0,0.0,743.0,0.0,0.0,2459.0,2438.0,0.0,3215.0,1511.0,3521.0,1471.0,0.0,5032.0,44927.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,73.0,20.0,844.0,4.0,3818.0,0.0,0.0,26072.0,0.0,237.0,456.0,0.0,0.0,0.0,57410.0,89417.0,0.0,10867.0,28.0,0.0,0.0,1048.0,1114.0,0.0,0.0,25.0,1088.0,2.0,5.0,0.0,0.0,93.0,221.0,0.0,0.0,0.0,0.0,50.0,10845.0,1040.0,12819.0,98467.0,9.0,127167.0,798.0,0.0,2.0,0.0,126.0,12704.0,0.0,0.0,0.0,27.0
2023-04-24,736868.0,1221.0,2510.0,8.0,29.0,0.0,0.0,31.0,0.0,0.0,0.0,82.0,0.0,302224.0,29246.0,6661.0,259.0,81.0,0.0,37.0,134.0,0.0,3128.0,0.0,0.0,0.0,9.0,403.0,0.0,86.0,5.0,49140.0,0.0,1241.0,1150.0,0.0,5.0,5.0,28.0,6605.0,62.0,0.0,0.0,1.0,3429.0,2349.0,470.0,0.0,1.0,3.0,1231.0,5.0,559.0,98.0,0.0,1546.0,1392.0,143.0,724.0,0.0,0.0,47.0,573.0,26.0,0.0,0.0,0.0,330.0,41.0,41.0,212864.0,138347.0,0.0,0.0,0.0,1818.0,48578.0,0.0,31.0,0.0,0.0,1060.0,11468.0,0.0,0.0,8657.0,0.0,10.0,118.0,48.0,691.0,0.0,16.0,0.0,12.0,12.0,496446.0,48.0,616.0,8.0,71667.0,6390.0,2992.0,0.0,628.0,0.0,1866.0,26437.0,53.0,67176.0,0.0,0.0,398.0,30.0,11.0,26.0,96.0,10.0,21.0,182.0,499.0,0.0,0.0,2.0,2.0,791.0,1630.0,111235.0,244.0,34.0,6.0,5698.0,199.0,10.0,124.0,0.0,110.0,8.0,1320.0,0.0,9401.0,0.0,280.0,11.0,29.0,380.0,0.0,241.0,19.0,235.0,88.0,0.0,421.0,836.0,4.0,10999.0,3.0,0.0,0.0,0.0,121490.0,0.0,85.0,25.0,503.0,40369.0,0.0,163.0,0.0,0.0,743.0,0.0,0.0,2459.0,3010.0,0.0,3184.0,1511.0,3521.0,1177.0,0.0,5032.0,44596.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,83.0,0.0,806.0,4.0,3846.0,0.0,0.0,27818.0,0.0,230.0,456.0,0.0,0.0,0.0,57410.0,89498.0,0.0,10867.0,30.0,0.0,0.0,1198.0,1062.0,0.0,0.0,25.0,1088.0,1.0,6.0,0.0,0.0,93.0,129.0,0.0,0.0,0.0,0.0,50.0,10845.0,967.0,12696.0,98467.0,9.0,127325.0,798.0,0.0,2.0,0.0,126.0,13706.0,0.0,0.0,78.0,26.0
2023-04-25,733870.0,921.0,2549.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,300788.0,29246.0,6578.0,254.0,81.0,0.0,45.0,134.0,0.0,3065.0,0.0,0.0,0.0,9.0,403.0,0.0,90.0,5.0,49140.0,0.0,1241.0,1150.0,0.0,5.0,5.0,28.0,6605.0,97.0,0.0,0.0,1.0,3429.0,2412.0,470.0,0.0,1.0,0.0,1231.0,5.0,559.0,98.0,0.0,1546.0,1256.0,143.0,729.0,0.0,0.0,47.0,573.0,26.0,0.0,0.0,0.0,330.0,41.0,35.0,211262.0,137277.0,0.0,0.0,0.0,1838.0,48578.0,0.0,31.0,0.0,0.0,1251.0,11468.0,34.0,0.0,8657.0,0.0,10.0,118.0,48.0,691.0,0.0,16.0,0.0,12.0,12.0,494610.0,48.0,616.0,8.0,70968.0,6214.0,2827.0,0.0,614.0,0.0,1682.0,26245.0,53.0,67772.0,0.0,0.0,396.0,30.0,11.0,24.0,96.0,10.0,22.0,182.0,420.0,0.0,0.0,2.0,2.0,691.0,1323.0,111143.0,244.0,34.0,6.0,4817.0,199.0,9.0,124.0,0.0,110.0,8.0,1320.0,0.0,9401.0,0.0,280.0,9.0,29.0,380.0,0.0,241.0,19.0,297.0,88.0,0.0,408.0,836.0,4.0,10999.0,3.0,0.0,0.0,0.0,121490.0,0.0,85.0,25.0,491.0,40370.0,0.0,155.0,0.0,0.0,743.0,4.0,0.0,2459.0,3061.0,0.0,2738.0,1511.0,3521.0,803.0,0.0,5032.0,44432.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,95.0,6.0,801.0,2.0,3882.0,0.0,0.0,27818.0,0.0,169.0,456.0,0.0,0.0,0.0,57410.0,89142.0,0.0,10867.0,29.0,0.0,0.0,1198.0,1062.0,0.0,0.0,25.0,1088.0,2.0,6.0,0.0,0.0,93.0,129.0,0.0,0.0,0.0,0.0,50.0,10845.0,930.0,12292.0,98467.0,9.0,126565.0,798.0,0.0,2.0,0.0,126.0,14582.0,0.0,0.0,78.0,30.0
2023-04-26,731488.0,874.0,2519.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,301293.0,29246.0,6505.0,210.0,81.0,0.0,51.0,134.0,0.0,2876.0,0.0,0.0,0.0,9.0,403.0,0.0,82.0,5.0,49140.0,0.0,1241.0,1150.0,0.0,5.0,5.0,28.0,6605.0,87.0,0.0,0.0,1.0,3429.0,2530.0,470.0,0.0,1.0,3.0,1231.0,4.0,559.0,98.0,0.0,1546.0,1196.0,143.0,719.0,0.0,0.0,47.0,573.0,26.0,0.0,0.0,0.0,330.0,41.0,26.0,208405.0,135476.0,0.0,0.0,0.0,1863.0,48578.0,0.0,31.0,0.0,0.0,1171.0,11468.0,34.0,0.0,8657.0,0.0,10.0,118.0,48.0,691.0,0.0,16.0,0.0,12.0,12.0,492800.0,48.0,616.0,8.0,70055.0,6371.0,2701.0,0.0,605.0,0.0,1529.0,25098.0,53.0,68711.0,0.0,0.0,385.0,27.0,11.0,25.0,96.0,10.0,23.0,182.0,420.0,0.0,0.0,2.0,2.0,685.0,1265.0,111264.0,244.0,34.0,6.0,4817.0,199.0,7.0,124.0,0.0,110.0,8.0,1320.0,0.0,9401.0,0.0,280.0,6.0,29.0,380.0,0.0,241.0,19.0,326.0,88.0,0.0,390.0,836.0,1.0,10999.0,3.0,0.0,0.0,0.0,121490.0,0.0,85.0,25.0,484.0,40370.0,0.0,138.0,0.0,0.0,743.0,4.0,0.0,2459.0,3110.0,0.0,2458.0,1511.0,3521.0,499.0,0.0,5032.0,44139.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,98.0,6.0,882.0,2.0,3569.0,0.0,0.0,27818.0,0.0,117.0,456.0,0.0,0.0,0.0,57410.0,89017.0,0.0,10867.0,25.0,0.0,0.0,1198.0,1062.0,0.0,0.0,25.0,1088.0,2.0,6.0,0.0,0.0,93.0,129.0,0.0,0.0,0.0,0.0,50.0,10845.0,921.0,11864.0,98467.0,9.0,125927.0,798.0,0.0,2.0,0.0,126.0,15558.0,0.0,0.0,78.0,25.0
2023-04-27,725815.0,649.0,2544.0,0.0,26.0,0.0,29.0,0.0,0.0,0.0,0.0,82.0,0.0,300371.0,29246.0,6271.0,206.0,81.0,0.0,49.0,134.0,0.0,2854.0,0.0,0.0,0.0,9.0,403.0,0.0,85.0,5.0,49140.0,0.0,1241.0,1150.0,0.0,5.0,6.0,28.0,6605.0,131.0,0.0,0.0,1.0,3429.0,2669.0,470.0,0.0,1.0,3.0,1231.0,6.0,559.0,98.0,0.0,1546.0,1090.0,143.0,703.0,0.0,0.0,47.0,573.0,26.0,0.0,0.0,0.0,330.0,41.0,13.0,203603.0,131628.0,0.0,0.0,0.0,1903.0,48578.0,0.0,31.0,0.0,0.0,1135.0,11468.0,34.0,0.0,8657.0,0.0,10.0,118.0,87.0,691.0,0.0,16.0,0.0,12.0,12.0,489866.0,48.0,616.0,8.0,66819.0,7105.0,2639.0,0.0,597.0,0.0,1387.0,21809.0,53.0,69850.0,0.0,0.0,382.0,25.0,0.0,28.0,96.0,10.0,19.0,182.0,405.0,0.0,0.0,2.0,2.0,674.0,1025.0,109442.0,244.0,34.0,6.0,4817.0,199.0,5.0,124.0,0.0,110.0,8.0,1320.0,0.0,9401.0,0.0,280.0,6.0,29.0,380.0,0.0,241.0,19.0,356.0,88.0,0.0,396.0,836.0,1.0,10999.0,3.0,0.0,0.0,0.0,121490.0,0.0,85.0,25.0,479.0,40396.0,0.0,114.0,0.0,0.0,743.0,4.0,0.0,2459.0,3259.0,0.0,2289.0,1511.0,3521.0,220.0,0.0,5032.0,43601.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,108.0,6.0,1012.0,2.0,3328.0,0.0,0.0,27818.0,0.0,84.0,456.0,0.0,0.0,0.0,57410.0,89207.0,0.0,10867.0,27.0,0.0,0.0,1198.0,1062.0,0.0,0.0,25.0,1088.0,2.0,6.0,0.0,0.0,93.0,129.0,0.0,0.0,0.0,0.0,50.0,10845.0,939.0,11649.0,98467.0,9.0,125250.0,798.0,0.0,0.0,0.0,126.0,16130.0,0.0,0.0,78.0,24.0
