date,World,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2023-02-06,3537225.0,252.0,6749.0,54.0,18.0,0.0,11.0,21.0,0.0,0.0,3194.0,110.0,0.0,2773802.0,17072.0,26540.0,179.0,0.0,0.0,79.0,277.0,0.0,4927.0,50.0,3.0,5.0,3.0,2191.0,11.0,70.0,141.0,74441.0,0.0,847.0,330.0,9.0,82.0,9.0,19.0,10337.0,4.0,0.0,0.0,0.0,11362.0,,891.0,0.0,3.0,20.0,4201.0,28.0,383.0,90.0,0.0,1497.0,2715.0,61.0,1050.0,0.0,0.0,190.0,898.0,31.0,0.0,20.0,0.0,306.0,10.0,178.0,312088.0,218137.0,0.0,0.0,28.0,620.0,26127.0,13.0,0.0,0.0,7.0,2990.0,84243.0,13.0,0.0,12032.0,0.0,0.0,141.0,94.0,2609.0,54.0,0.0,0.0,62.0,12.0,968116.0,384.0,825.0,190.0,735.0,1548.0,610.0,0.0,735.0,0.0,3311.0,32795.0,222.0,280344.0,5.0,0.0,430.0,32.0,0.0,84.0,0.0,7.0,25.0,177.0,1081.0,0.0,15.0,4.0,13.0,1948.0,2941.0,12997.0,849.0,22.0,41.0,1855.0,6.0,10.0,104.0,0.0,109.0,,246.0,0.0,20420.0,0.0,905.0,30.0,7.0,260.0,0.0,51.0,184.0,23.0,186.0,127.0,7.0,2455.0,25.0,0.0,23.0,0.0,0.0,6.0,331511.0,0.0,102.0,0.0,293.0,17416.0,0.0,108.0,1.0,0.0,513.0,22.0,269.0,1396.0,833.0,0.0,4830.0,1074.0,6011.0,364.0,693.0,2799.0,60428.0,45.0,5.0,0.0,1.0,53.0,3.0,2.0,2.0,5.0,40.0,0.0,310.0,1.0,5168.0,0.0,0.0,2995.0,4.0,359.0,1384.0,0.0,4.0,1478.0,95654.0,106244.0,0.0,5699.0,13.0,17.0,207.0,1334.0,912.0,0.0,0.0,53.0,252.0,1.0,3.0,0.0,16.0,323.0,121.0,0.0,0.0,7.0,0.0,64.0,3708.0,554.0,21624.0,285402.0,109.0,2552112.0,555.0,113.0,0.0,0.0,175.0,158.0,0.0,0.0,1947.0,759.0
2023-02-07,2425803.0,242.0,6713.0,54.0,19.0,0.0,11.0,19.0,0.0,0.0,3194.0,110.0,0.0,1652587.0,17072.0,26725.0,176.0,0.0,0.0,80.0,277.0,0.0,4953.0,50.0,3.0,5.0,3.0,2105.0,11.0,76.0,141.0,74685.0,0.0,758.0,330.0,9.0,82.0,7.0,19.0,10337.0,4.0,0.0,0.0,0.0,11257.0,,891.0,0.0,3.0,7.0,4201.0,27.0,380.0,60.0,0.0,1497.0,3060.0,61.0,1019.0,0.0,0.0,136.0,898.0,31.0,0.0,0.0,0.0,306.0,10.0,179.0,315252.0,219145.0,0.0,0.0,28.0,602.0,26127.0,13.0,0.0,0.0,0.0,3024.0,84243.0,13.0,0.0,12032.0,0.0,0.0,92.0,65.0,2572.0,54.0,0.0,0.0,62.0,12.0,967023.0,384.0,825.0,190.0,759.0,1680.0,629.0,0.0,737.0,0.0,3203.0,32768.0,222.0,274530.0,0.0,0.0,439.0,32.0,0.0,89.0,0.0,7.0,23.0,177.0,1051.0,0.0,13.0,4.0,13.0,2003.0,2921.0,12959.0,849.0,22.0,41.0,1828.0,6.0,18.0,104.0,0.0,68.0,125.0,245.0,0.0,20156.0,0.0,905.0,22.0,8.0,260.0,0.0,52.0,184.0,26.0,186.0,127.0,7.0,2455.0,25.0,7604.0,23.0,2.0,0.0,6.0,330661.0,0.0,102.0,0.0,290.0,24977.0,0.0,112.0,1.0,0.0,513.0,21.0,269.0,1336.0,799.0,0.0,5288.0,1074.0,5610.0,364.0,693.0,2799.0,62251.0,45.0,4.0,0.0,0.0,53.0,6.0,1.0,2.0,5.0,32.0,0.0,320.0,1.0,5152.0,0.0,0.0,2973.0,4.0,391.0,1384.0,0.0,4.0,1478.0,95609.0,102735.0,0.0,5699.0,14.0,5.0,207.0,1318.0,912.0,0.0,0.0,53.0,252.0,1.0,3.0,0.0,16.0,323.0,121.0,0.0,0.0,7.0,0.0,64.0,3708.0,546.0,21986.0,285402.0,134.0,1441951.0,555.0,113.0,0.0,0.0,137.0,95.0,0.0,0.0,1947.0,755.0
2023-02-08,2439294.0,265.0,5657.0,56.0,21.0,0.0,11.0,19.0,0.0,0.0,3194.0,110.0,0.0,1671223.0,17072.0,27052.0,162.0,0.0,0.0,79.0,277.0,0.0,5359.0,37.0,3.0,5.0,3.0,1963.0,11.0,78.0,141.0,70960.0,0.0,758.0,330.0,9.0,82.0,5.0,19.0,10337.0,6.0,0.0,0.0,0.0,11223.0,1279340.0,891.0,0.0,3.0,5.0,4201.0,32.0,382.0,56.0,0.0,1497.0,3245.0,61.0,975.0,0.0,0.0,138.0,898.0,31.0,0.0,0.0,0.0,306.0,10.0,158.0,318662.0,220208.0,0.0,0.0,28.0,606.0,26127.0,13.0,0.0,0.0,0.0,3096.0,84243.0,13.0,0.0,12032.0,0.0,0.0,92.0,64.0,2569.0,45.0,0.0,0.0,62.0,12.0,963214.0,467.0,825.0,190.0,744.0,1670.0,675.0,0.0,747.0,0.0,3114.0,32591.0,276.0,272167.0,0.0,0.0,458.0,32.0,0.0,84.0,0.0,7.0,21.0,177.0,1011.0,0.0,13.0,4.0,13.0,2023.0,1910.0,12878.0,849.0,22.0,41.0,1761.0,6.0,27.0,104.0,0.0,68.0,125.0,256.0,0.0,16663.0,118.0,905.0,23.0,12.0,260.0,0.0,59.0,184.0,17.0,186.0,127.0,7.0,2455.0,0.0,7604.0,20.0,2.0,0.0,0.0,327013.0,0.0,102.0,0.0,301.0,25056.0,0.0,117.0,1.0,0.0,513.0,16.0,269.0,1339.0,725.0,0.0,5663.0,1074.0,5380.0,351.0,693.0,2799.0,64136.0,45.0,4.0,0.0,0.0,53.0,6.0,1.0,2.0,5.0,27.0,0.0,332.0,0.0,5194.0,0.0,0.0,2952.0,0.0,416.0,1384.0,0.0,4.0,1478.0,91679.0,100249.0,0.0,5699.0,14.0,3.0,207.0,1248.0,912.0,0.0,0.0,53.0,252.0,1.0,3.0,0.0,16.0,323.0,121.0,0.0,0.0,7.0,0.0,64.0,3708.0,535.0,22409.0,285402.0,97.0,1460360.0,555.0,113.0,0.0,0.0,105.0,94.0,0.0,0.0,927.0,707.0
2023-02-09,1304887.0,254.0,5488.0,57.0,18.0,0.0,10.0,19.0,0.0,0.0,3194.0,110.0,33.0,540990.0,17072.0,27350.0,154.0,0.0,0.0,77.0,277.0,0.0,5613.0,37.0,3.0,5.0,3.0,1882.0,11.0,79.0,141.0,63411.0,0.0,758.0,330.0,9.0,82.0,7.0,19.0,10337.0,6.0,0.0,0.0,0.0,11143.0,165675.0,868.0,0.0,3.0,5.0,4201.0,37.0,350.0,58.0,7.0,1497.0,3380.0,61.0,977.0,0.0,0.0,131.0,898.0,31.0,0.0,0.0,0.0,306.0,10.0,166.0,322232.0,220638.0,0.0,0.0,28.0,587.0,26127.0,13.0,0.0,0.0,0.0,3132.0,84243.0,13.0,0.0,12032.0,0.0,0.0,92.0,53.0,2245.0,45.0,0.0,0.0,53.0,12.0,947331.0,284.0,825.0,190.0,725.0,1642.0,677.0,0.0,800.0,0.0,3013.0,32054.0,276.0,258214.0,0.0,0.0,515.0,32.0,0.0,97.0,0.0,7.0,19.0,177.0,714.0,0.0,12.0,4.0,13.0,2046.0,1742.0,12322.0,849.0,22.0,41.0,1625.0,6.0,31.0,104.0,6.0,68.0,125.0,249.0,0.0,17643.0,118.0,905.0,22.0,12.0,260.0,0.0,56.0,184.0,23.0,186.0,127.0,5.0,2455.0,16.0,7604.0,20.0,2.0,0.0,0.0,327316.0,0.0,102.0,0.0,289.0,25063.0,0.0,114.0,1.0,0.0,513.0,12.0,269.0,1231.0,778.0,0.0,6022.0,1074.0,5185.0,353.0,693.0,2799.0,67150.0,45.0,4.0,0.0,0.0,53.0,6.0,1.0,2.0,5.0,26.0,0.0,344.0,0.0,5155.0,0.0,0.0,2959.0,2.0,422.0,1384.0,0.0,4.0,1478.0,83794.0,98051.0,0.0,5699.0,13.0,16.0,207.0,1136.0,912.0,0.0,0.0,53.0,252.0,1.0,3.0,0.0,16.0,291.0,121.0,0.0,0.0,7.0,0.0,64.0,3708.0,543.0,22574.0,285402.0,117.0,342560.0,555.0,113.0,0.0,0.0,70.0,102.0,0.0,0.0,746.0,703.0
2023-02-10,1312512.0,155.0,4759.0,54.0,20.0,0.0,10.0,19.0,0.0,0.0,3194.0,110.0,33.0,548436.0,17072.0,27247.0,156.0,0.0,0.0,76.0,277.0,0.0,5737.0,37.0,3.0,14.0,3.0,1772.0,11.0,74.0,141.0,69947.0,0.0,758.0,330.0,9.0,82.0,6.0,19.0,10337.0,6.0,0.0,0.0,0.0,10934.0,186867.0,868.0,0.0,3.0,3.0,4201.0,44.0,331.0,45.0,7.0,1355.0,3524.0,61.0,1008.0,0.0,0.0,111.0,898.0,31.0,0.0,2.0,0.0,306.0,10.0,146.0,323944.0,219485.0,0.0,0.0,16.0,563.0,26127.0,0.0,0.0,0.0,0.0,3177.0,84243.0,25.0,0.0,12032.0,0.0,0.0,92.0,51.0,2207.0,45.0,0.0,0.0,52.0,12.0,924943.0,284.0,825.0,190.0,740.0,1640.0,702.0,0.0,753.0,0.0,2924.0,30901.0,276.0,245884.0,0.0,0.0,519.0,32.0,4.0,96.0,0.0,7.0,19.0,177.0,858.0,0.0,12.0,4.0,13.0,2067.0,1626.0,12402.0,849.0,22.0,41.0,1570.0,6.0,34.0,104.0,6.0,68.0,125.0,258.0,2.0,18126.0,118.0,905.0,19.0,14.0,260.0,0.0,65.0,184.0,26.0,186.0,127.0,7.0,2455.0,16.0,7604.0,20.0,2.0,0.0,0.0,320379.0,0.0,102.0,0.0,285.0,25052.0,0.0,112.0,1.0,0.0,513.0,13.0,269.0,1163.0,795.0,0.0,6077.0,1074.0,5041.0,330.0,0.0,2799.0,69872.0,45.0,4.0,0.0,0.0,53.0,6.0,1.0,2.0,5.0,30.0,0.0,346.0,0.0,5122.0,0.0,0.0,2949.0,2.0,428.0,1384.0,0.0,4.0,1478.0,89938.0,96594.0,0.0,5699.0,11.0,16.0,207.0,1090.0,912.0,0.0,0.0,53.0,252.0,1.0,3.0,0.0,16.0,291.0,121.0,0.0,0.0,7.0,0.0,64.0,3708.0,590.0,22762.0,278228.0,77.0,373315.0,555.0,113.0,0.0,0.0,79.0,119.0,0.0,0.0,746.0,641.0
2023-02-11,1258898.0,151.0,4718.0,43.0,15.0,0.0,10.0,19.0,0.0,0.0,3194.0,110.0,33.0,501965.0,17072.0,27447.0,153.0,0.0,0.0,73.0,277.0,0.0,5993.0,37.0,3.0,14.0,3.0,1598.0,11.0,68.0,141.0,59707.0,0.0,758.0,330.0,9.0,82.0,8.0,19.0,10333.0,6.0,0.0,0.0,0.0,10734.0,153556.0,868.0,0.0,3.0,3.0,4207.0,49.0,333.0,37.0,7.0,1355.0,3767.0,61.0,947.0,0.0,0.0,110.0,898.0,32.0,0.0,2.0,0.0,306.0,10.0,126.0,327652.0,219918.0,0.0,0.0,16.0,579.0,26127.0,0.0,0.0,0.0,0.0,3198.0,84243.0,25.0,0.0,12032.0,0.0,0.0,92.0,59.0,2160.0,45.0,0.0,0.0,43.0,12.0,912068.0,424.0,825.0,190.0,744.0,1654.0,753.0,0.0,697.0,0.0,2890.0,30187.0,276.0,234575.0,0.0,0.0,533.0,32.0,4.0,89.0,0.0,7.0,16.0,177.0,770.0,0.0,6.0,4.0,13.0,2086.0,1586.0,12315.0,849.0,7.0,41.0,1485.0,2.0,40.0,104.0,6.0,68.0,125.0,257.0,2.0,18348.0,118.0,905.0,22.0,14.0,260.0,0.0,61.0,184.0,24.0,186.0,127.0,7.0,2455.0,16.0,7604.0,20.0,2.0,0.0,0.0,320635.0,0.0,102.0,0.0,280.0,25064.0,0.0,121.0,1.0,0.0,513.0,17.0,68.0,1116.0,795.0,0.0,6607.0,1074.0,4987.0,330.0,0.0,2799.0,73036.0,45.0,4.0,0.0,1.0,53.0,6.0,1.0,2.0,5.0,23.0,0.0,350.0,1.0,5131.0,0.0,0.0,2930.0,2.0,451.0,1384.0,0.0,0.0,1478.0,78860.0,94755.0,0.0,5699.0,12.0,16.0,0.0,1065.0,912.0,0.0,0.0,111.0,392.0,1.0,6.0,0.0,16.0,291.0,121.0,0.0,0.0,7.0,0.0,64.0,3708.0,601.0,22897.0,278228.0,78.0,332703.0,555.0,113.0,0.0,0.0,79.0,81.0,0.0,0.0,746.0,581.0
2023-02-12,1247391.0,164.0,4662.0,51.0,15.0,0.0,10.0,19.0,0.0,0.0,1807.0,110.0,33.0,483414.0,17072.0,27763.0,146.0,0.0,0.0,70.0,0.0,0.0,6208.0,37.0,3.0,14.0,3.0,1461.0,3.0,70.0,80.0,63681.0,0.0,758.0,269.0,9.0,35.0,6.0,19.0,10333.0,6.0,0.0,0.0,0.0,10648.0,148174.0,868.0,0.0,3.0,3.0,4207.0,58.0,335.0,40.0,7.0,1355.0,3823.0,61.0,961.0,0.0,0.0,108.0,530.0,32.0,0.0,2.0,0.0,328.0,15.0,118.0,332326.0,219258.0,0.0,0.0,16.0,561.0,22545.0,0.0,0.0,0.0,0.0,3195.0,86595.0,12.0,0.0,11222.0,0.0,0.0,92.0,59.0,2334.0,45.0,0.0,0.0,48.0,12.0,898185.0,477.0,825.0,115.0,755.0,1664.0,704.0,0.0,668.0,0.0,2878.0,29286.0,276.0,223365.0,0.0,0.0,552.0,32.0,4.0,94.0,128.0,12.0,10.0,194.0,751.0,0.0,6.0,4.0,13.0,2095.0,1497.0,13612.0,940.0,7.0,41.0,1542.0,2.0,43.0,82.0,6.0,68.0,0.0,271.0,2.0,18694.0,277.0,1338.0,14.0,18.0,407.0,0.0,56.0,184.0,24.0,186.0,127.0,9.0,2851.0,16.0,7604.0,20.0,2.0,0.0,0.0,320911.0,0.0,101.0,0.0,288.0,25223.0,0.0,133.0,1.0,0.0,444.0,17.0,68.0,1133.0,678.0,0.0,6655.0,1646.0,5033.0,330.0,0.0,3200.0,75973.0,45.0,4.0,0.0,1.0,53.0,6.0,1.0,2.0,5.0,26.0,0.0,355.0,1.0,5108.0,0.0,0.0,2881.0,2.0,473.0,1238.0,0.0,0.0,1781.0,80851.0,92788.0,0.0,6074.0,7.0,16.0,0.0,1066.0,912.0,0.0,0.0,58.0,392.0,1.0,6.0,0.0,16.0,291.0,121.0,0.0,0.0,7.0,0.0,14.0,5283.0,601.0,23220.0,278228.0,88.0,333879.0,501.0,123.0,0.0,0.0,106.0,85.0,0.0,0.0,746.0,553.0
2023-02-13,1229894.0,281.0,4370.0,56.0,15.0,0.0,10.0,19.0,0.0,0.0,1807.0,170.0,33.0,453872.0,17894.0,28384.0,147.0,0.0,0.0,66.0,0.0,0.0,6300.0,37.0,5.0,14.0,3.0,1417.0,3.0,67.0,80.0,64313.0,0.0,758.0,269.0,0.0,35.0,6.0,64.0,10333.0,4.0,0.0,0.0,9.0,10602.0,137683.0,868.0,4.0,4.0,2.0,4207.0,54.0,330.0,32.0,7.0,1355.0,3872.0,65.0,956.0,0.0,0.0,108.0,530.0,32.0,0.0,2.0,0.0,328.0,15.0,109.0,335639.0,219482.0,0.0,0.0,16.0,579.0,22545.0,0.0,0.0,0.0,1.0,3184.0,86595.0,12.0,0.0,11222.0,0.0,0.0,92.0,60.0,2360.0,45.0,13.0,1.0,48.0,0.0,887540.0,477.0,830.0,115.0,743.0,1664.0,796.0,0.0,706.0,0.0,2870.0,28634.0,276.0,204646.0,0.0,0.0,566.0,25.0,4.0,89.0,128.0,12.0,11.0,194.0,661.0,0.0,6.0,4.0,15.0,2111.0,1386.0,13919.0,940.0,0.0,40.0,1491.0,2.0,43.0,82.0,6.0,68.0,0.0,279.0,2.0,18781.0,277.0,1338.0,16.0,18.0,407.0,0.0,55.0,95.0,25.0,62.0,152.0,10.0,2851.0,16.0,14876.0,20.0,2.0,0.0,0.0,321300.0,0.0,101.0,0.0,293.0,33327.0,0.0,138.0,1.0,0.0,444.0,17.0,68.0,1122.0,957.0,0.0,6726.0,1646.0,5031.0,319.0,0.0,3200.0,78895.0,22.0,4.0,0.0,1.0,46.0,6.0,1.0,2.0,0.0,29.0,0.0,354.0,1.0,5027.0,0.0,0.0,2826.0,2.0,473.0,1238.0,0.0,2.0,1781.0,81382.0,92112.0,0.0,6074.0,9.0,16.0,0.0,1042.0,971.0,0.0,0.0,58.0,392.0,1.0,5.0,0.0,6.0,603.0,129.0,0.0,0.0,0.0,0.0,14.0,5283.0,574.0,23400.0,278228.0,88.0,326832.0,501.0,123.0,0.0,0.0,106.0,126.0,0.0,0.0,627.0,559.0
2023-02-14,1218076.0,299.0,4345.0,56.0,15.0,0.0,10.0,19.0,0.0,0.0,1807.0,170.0,33.0,445764.0,17894.0,28867.0,150.0,0.0,0.0,67.0,0.0,0.0,6419.0,37.0,5.0,14.0,3.0,1382.0,3.0,65.0,80.0,63884.0,0.0,616.0,269.0,0.0,35.0,7.0,64.0,10333.0,4.0,0.0,0.0,9.0,10595.0,138122.0,868.0,4.0,4.0,2.0,4207.0,55.0,328.0,34.0,7.0,1355.0,4283.0,65.0,975.0,0.0,0.0,101.0,530.0,32.0,0.0,10.0,0.0,328.0,15.0,110.0,339938.0,221160.0,0.0,0.0,16.0,589.0,22545.0,0.0,0.0,0.0,1.0,3250.0,86595.0,12.0,15.0,11222.0,0.0,0.0,56.0,49.0,2374.0,45.0,13.0,1.0,48.0,0.0,873517.0,477.0,830.0,115.0,731.0,1519.0,797.0,0.0,703.0,0.0,2833.0,28413.0,276.0,198457.0,0.0,0.0,572.0,25.0,4.0,85.0,128.0,12.0,9.0,194.0,713.0,0.0,9.0,4.0,15.0,2103.0,1400.0,13709.0,940.0,0.0,40.0,1480.0,2.0,35.0,82.0,6.0,51.0,0.0,286.0,2.0,18946.0,277.0,1338.0,15.0,15.0,407.0,0.0,58.0,95.0,24.0,62.0,306.0,11.0,2851.0,16.0,7272.0,20.0,0.0,0.0,0.0,321269.0,0.0,101.0,0.0,304.0,25878.0,0.0,141.0,1.0,0.0,444.0,16.0,68.0,1147.0,908.0,0.0,7596.0,1646.0,4905.0,180.0,0.0,3200.0,81106.0,22.0,4.0,0.0,1.0,46.0,4.0,2.0,2.0,13.0,34.0,0.0,359.0,1.0,5045.0,0.0,0.0,2575.0,2.0,495.0,1238.0,0.0,2.0,1781.0,80878.0,90363.0,0.0,6074.0,10.0,16.0,0.0,1020.0,971.0,0.0,0.0,58.0,392.0,1.0,7.0,0.0,6.0,603.0,129.0,0.0,0.0,0.0,0.0,14.0,5283.0,598.0,23768.0,278228.0,63.0,329285.0,501.0,123.0,0.0,0.0,48.0,127.0,0.0,0.0,627.0,519.0
2023-02-15,1218747.0,283.0,4318.0,53.0,17.0,0.0,10.0,19.0,0.0,0.0,1807.0,170.0,33.0,426726.0,17894.0,30104.0,145.0,0.0,0.0,69.0,0.0,0.0,6991.0,24.0,5.0,14.0,3.0,1223.0,3.0,61.0,80.0,74718.0,0.0,616.0,269.0,0.0,35.0,7.0,64.0,10333.0,2.0,0.0,0.0,9.0,10605.0,135147.0,868.0,4.0,4.0,2.0,4207.0,64.0,325.0,31.0,7.0,1355.0,4714.0,65.0,970.0,0.0,0.0,118.0,530.0,32.0,0.0,10.0,0.0,328.0,15.0,105.0,346344.0,223673.0,0.0,0.0,16.0,572.0,22545.0,0.0,0.0,0.0,1.0,3222.0,86595.0,20.0,15.0,11222.0,0.0,0.0,56.0,41.0,2377.0,53.0,13.0,1.0,59.0,0.0,860719.0,333.0,830.0,115.0,737.0,1519.0,840.0,0.0,708.0,0.0,2849.0,28026.0,160.0,185772.0,0.0,0.0,582.0,25.0,4.0,93.0,128.0,12.0,10.0,194.0,715.0,0.0,10.0,4.0,15.0,2093.0,1377.0,13340.0,940.0,0.0,40.0,1496.0,2.0,33.0,82.0,6.0,51.0,0.0,289.0,2.0,22037.0,159.0,1338.0,11.0,10.0,407.0,0.0,45.0,95.0,25.0,62.0,306.0,12.0,2851.0,26.0,7272.0,15.0,0.0,0.0,0.0,324018.0,0.0,101.0,0.0,282.0,25762.0,0.0,141.0,1.0,0.0,444.0,16.0,68.0,1150.0,898.0,0.0,8261.0,1646.0,4804.0,321.0,0.0,3200.0,84153.0,22.0,4.0,0.0,3.0,46.0,4.0,2.0,2.0,13.0,34.0,0.0,368.0,4.0,5004.0,0.0,0.0,1944.0,2.0,521.0,1238.0,0.0,2.0,1781.0,91575.0,87386.0,0.0,6074.0,12.0,16.0,0.0,1019.0,971.0,0.0,0.0,58.0,392.0,2.0,6.0,0.0,6.0,603.0,129.0,0.0,0.0,0.0,0.0,14.0,5283.0,605.0,24672.0,278228.0,81.0,343138.0,501.0,123.0,0.0,0.0,46.0,163.0,0.0,0.0,627.0,489.0
2023-02-16,1193563.0,257.0,4265.0,49.0,18.0,0.0,6.0,19.0,0.0,0.0,1807.0,170.0,0.0,406799.0,17894.0,30938.0,138.0,0.0,0.0,75.0,0.0,0.0,7459.0,24.0,5.0,14.0,3.0,1230.0,3.0,60.0,80.0,65501.0,0.0,616.0,269.0,0.0,35.0,5.0,64.0,10333.0,2.0,0.0,0.0,9.0,10331.0,130664.0,707.0,4.0,4.0,3.0,4207.0,65.0,355.0,31.0,1.0,1355.0,5109.0,65.0,950.0,0.0,0.0,121.0,530.0,32.0,0.0,10.0,0.0,328.0,15.0,109.0,352475.0,226478.0,0.0,0.0,16.0,567.0,22545.0,0.0,0.0,0.0,1.0,3170.0,86595.0,20.0,15.0,11222.0,0.0,0.0,56.0,38.0,2319.0,53.0,13.0,1.0,49.0,0.0,848479.0,378.0,830.0,115.0,754.0,1518.0,899.0,0.0,906.0,0.0,2887.0,28153.0,160.0,172960.0,0.0,0.0,581.0,25.0,4.0,95.0,128.0,12.0,9.0,194.0,692.0,0.0,10.0,4.0,15.0,2075.0,1349.0,13283.0,940.0,0.0,40.0,1544.0,2.0,40.0,82.0,11.0,51.0,0.0,321.0,2.0,20722.0,159.0,1338.0,12.0,9.0,407.0,0.0,43.0,95.0,18.0,62.0,306.0,15.0,2851.0,10.0,7272.0,15.0,0.0,0.0,0.0,322334.0,0.0,101.0,0.0,287.0,25749.0,0.0,146.0,1.0,0.0,444.0,16.0,68.0,1177.0,817.0,0.0,9068.0,1646.0,4789.0,311.0,0.0,3200.0,86592.0,22.0,4.0,0.0,4.0,46.0,4.0,2.0,2.0,13.0,40.0,0.0,373.0,4.0,4907.0,0.0,0.0,1472.0,0.0,542.0,1238.0,0.0,2.0,1781.0,81937.0,85241.0,0.0,6074.0,12.0,3.0,0.0,987.0,971.0,0.0,0.0,58.0,392.0,2.0,6.0,0.0,6.0,312.0,129.0,0.0,0.0,7.0,0.0,14.0,5283.0,621.0,25651.0,278228.0,61.0,330278.0,501.0,123.0,0.0,0.0,36.0,163.0,0.0,0.0,627.0,406.0
